down in the dumps	in den Müllkippen|in den Mülltonnen|in den Abfallbehältern|in den Abfallgruben
you're tilting at windmills	Du kämpfst gegen Windmühlen|Du kämpfst gegen Windmühlenflügel|Du kämpfst gegen Windräder|Du kämpfst gegen Windgespinste
keep an eye on him	halte ein Auge auf ihn|behalte ihn im Auge|achte auf ihn|beobachte ihn
moving the goalposts	das Ziel verschieben|die Zielstangen verschieben|die Tore verschieben
playing both sides	auf beiden Seiten spielen|beide Seiten bedienen|auf zwei Hochzeiten tanzen
robbing Peter to pay Paul	Petrus berauben, um Paulus zu bezahlen|Petrus bestehlen, um Paulus zu bezahlen|Petrus ausrauben, um Paulus zu bezahlen|Petrus bestehlen, um Paulus zu bezahlen
cold feet	kalte Füße
up the creek without a paddle	ohne Paddel den Fluss hinauf|ohne Paddel auf dem Fluss|ohne Paddel auf dem Fluss treiben|ohne Paddel auf dem Fluss sein|ohne Paddel auf dem Fluss sitzen|ohne Paddel auf dem Fluss stecken
silver spoon in her mouth	Silberlöffel im Mund haben|mit einem Silberlöffel im Mund geboren sein|in Wohlstand geboren sein
hitting the hay	ins Heu schlagen|ins Heu hauen|ins Bett gehen|sich schlafen legen|sich zur Ruhe begeben
the real McCoy	der echte McCoy
stirring the pot	den Topf umrühren|den Topf bewegen|den Topf schütteln|den Topf rühren
take the bull by the horns	den Stier bei den Hörnern packen|den Bullen bei den Hörnern packen|den Stier bei den Hörnern nehmen|den Bullen bei den Hörnern nehmen
live it up	es ausleben|es genießen|es voll auskosten|es in vollen Zügen genießen
back in the saddle	zurück im Sattel
jump ship	das Schiff verlassen|vom Schiff springen|das Schiff springen lassen
play my cards right	meine Karten richtig spielen
pushing the envelope	das Umschlag schieben|das Kuvert schieben|das Briefumschlag schieben|das Briefkuvert schieben
get off her high horse	vom hohen Ross herunterkommen|vom hohen Ross absteigen|vom hohen Ross steigen
cut corners	Ecken abschneiden|Abkürzungen nehmen|Abkürzungen machen|Abkürzungen einschlagen|Ecken abkürzen
put your nose to the grindstone	die Nase am Schleifstein haben|die Nase am Schleifstein schleifen|die Nase am Schleifstein reiben
flies off the handle	aus der Haut fahren|ausflippen|die Beherrschung verlieren|sich aufregen|sich auf die Palme bringen|sich auf den Schlips getreten fühlen
go back to square one	zurück zum Anfang gehen|zurück zum Start gehen|zurück zum Ursprung gehen|zurück zum Nullpunkt gehen
hit rock bottom	auf dem Tiefpunkt angekommen sein|den Tiefpunkt erreicht haben|den absoluten Tiefpunkt erreicht haben|am absoluten Tiefpunkt angekommen sein
point me in the right direction	Zeige mir die richtige Richtung|Zeige mir in die richtige Richtung|Zeige mir den richtigen Weg|Zeige mir in die richtige Richtung, in die ich gehen soll
the name of the game	der Name des Spiels
rocket science	Raketenwissenschaft
hold my horses	halte meine Pferde|halte meine Pferdchen|warte einen Moment|warte kurz|warte mal
in the dark	im Dunkeln
go the extra mile	die Extrameile gehen
kick the bucket	den Löffel abgeben|das Zeitliche segnen|sterben|ins Gras beißen|den Abgang machen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das Zeitliche segnen|das
burn that bridge when we come to it	Verbrenne diese Brücke, wenn wir zu ihr kommen.
brick wall	Ziegelwand
chicken out	sich vor etwas drücken|sich vor etwas drücken wie ein Huhn|sich wie ein Huhn drücken|sich wie ein Huhn verhalten
have butterflies in his stomach	Schmetterlinge im Bauch haben
a chip on my shoulder	ein Chip auf meiner Schulter
laugh their head off	sich den Kopf ab(lachen)|sich kaputtlachen|sich totlachen|sich halbtotlachen
all hands on deck	alle Hände an Deck
under wraps	unter Verschluss|unter Verschluß|unter Verschwiegenheit|geheim|vertraulich|nicht öffentlich|nicht bekanntgegeben|nicht publik gemacht|nicht veröffentlicht
to beat around the bush	um den heißen Brei herumreden|um den Brei herumreden|um den heißen Brei herumtanzen|um den Brei herumtanzen|sich im Kreis drehen|sich im Kreis bewegen|sich im Kreis winden|sich im Kreis drehen wie ein Fähnchen im Wind
wet behind the ears	noch grün hinter den Ohren|noch unerfahren|noch nicht ausgereift|noch nicht reif
in order	in Ordnung|in der Reihenfolge|nacheinander|hintereinander|aufeinanderfolgend
nip it in the bud	im Keim ersticken|im Ansatz ersticken|im Frühstadium unterbinden|im Anfangsstadium unterbinden
took the plunge	den Sprung wagen|sich trauen etwas zu tun|etwas riskieren|etwas wagen
bring home the bacon	das Geld nach Hause bringen|den Lebensunterhalt verdienen|die Brötchen verdienen|das Brot verdienen
big break	große Pause|große Unterbrechung|große Chance|große Gelegenheit|großer Durchbruch
out of the blue	aus heiterem Himmel
blank out	ausblenden|auslöschen|leer machen|leer werden|leer sein|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben|leer bleiben
feeling under the weather	sich kränklich fühlen|sich unwohl fühlen|sich schlapp fühlen|sich nicht wohl fühlen|sich angegriffen fühlen|sich matt fühlen|sich schwach fühlen|sich nicht gut fühlen
sit on her hands	auf den Händen sitzen
went out the window	ging aus dem Fenster|hinaus aus dem Fenster gegangen|aus dem Fenster verschwunden|aus dem Fenster gegangen
feeling jittery	nervös sein|zittrig sein|unruhig sein|aufgeregt sein
by the wayside	am Straßenrand|am Wegesrand|an der Straßenseite|an der Wegseite
get away from it all	weg von allem kommen|weg von allem wegkommen|von allem wegkommen|von allem weggehen
cash cow	Geldkuh|Gelddruckmaschine|Goldesel|Einnahmequelle
off the charts	von der Skala ab|von der Skala weg|von der Skala entfernt|außerhalb der Skala
to heart	zum Herzen
flash in the pan	Strohfeuer|kurzes Aufflackern|kurzes Aufblitzen|kurzes Aufleuchten
dogged determination	hartnäckige Entschlossenheit|verbissene Entschlossenheit|unbeirrbare Entschlossenheit
meeting of the minds	Treffen der Köpfe|Zusammentreffen der Geister|Zusammentreffen der Meinungen|Treffen der Meinungen
burn any bridges	alle Brücken abbrechen|alle Brücken verbrennen|alle Brücken hinter sich abbrechen|alle Brücken hinter sich verbrennen
bite my tongue	auf meine Zunge beißen|auf die Zunge beißen
to break the ice	das Eis brechen
to clean house	das Haus putzen|das Haus reinigen|das Haus aufräumen
to call it a day	den Tag beenden|den Tag abschließen|den Tag abbrechen|den Tag für beendet erklären
walking on eggshells	auf Eierschalen gehen|auf Eierschalen laufen|auf Eierschalen treten
fair weather	schönes Wetter|gutes Wetter|sonniges Wetter
to get our foot in the door	unseren Fuß in die Tür bekommen|unseren Fuß in der Tür haben|unseren Fuß in der Tür haben wollen
count her chickens before they hatched	die Hühner zählen, bevor sie geschlüpft sind|die Hühner zählen, bevor sie ausgebrütet sind|vorzeitig jubeln|vorzeitig feiern
Burning the midnight oil	das Mitternachtsöl verbrennen|das Öl der Mitternacht verbrennen|bis spät in die Nacht arbeiten|bis spät in die Nacht lernen
keep your head above water	den Kopf über Wasser halten
put two and two together	zwei und zwei zusammenzählen|zwei und zwei addieren|zwei und zwei verbinden|zwei und zwei kombinieren
black and white	schwarz und weiß
missed the boat	das Boot verpasst haben|den Zug verpasst haben|die Gelegenheit verpasst haben|zu spät kommen
fast learner	schneller Lerner|schnelle Lernerin|schneller Lernender|schnelle Lernende
let it all hang out	lass alles raus|häng alles raus|zeig alles|zeig alles, was du hast
walk the walk	den Weg gehen|das Gerede in die Tat umsetzen|Taten sprechen lassen|seinen Worten Taten folgen lassen
your foot in the door	dein Fuß in der Tür
get our ducks in a row	unsere Enten in eine Reihe bringen|unsere Enten in einer Reihe aufstellen|unsere Enten in Ordnung bringen|unsere Enten in Reih und Glied bringen
to have her cake and eat it too	Ihren Kuchen haben und ihn auch essen|verzehren wollen
have bigger fish to fry	wichtigere Fische zu braten haben
let my hair down	mein Haar herunterlassen|mein Haar locker machen|mein Haar auslassen|mein Haar frei lassen
has a heart of gold	hat ein Herz aus Gold
put my two cents in	meinen Senf dazugeben|meinen Beitrag leisten|meine Meinung sagen|meinen Standpunkt äußern
the pedal to the metal	das Pedal auf das Metall drücken|das Pedal aufs Metall drücken|das Pedal bis zum Anschlag durchtreten|das Pedal durchdrücken
spilling the beans	die Bohnen verschütten|die Bohnen auskippen|das Geheimnis ausplaudern|ausplaudern, was man nicht sagen sollte
outside the box	außerhalb der Box|außerhalb des Kastens|jenseits der Box|jenseits des Kastens
a thorn in my side	ein Dorn in meiner Seite
making waves	Wellen schlagen|mächtig Eindruck machen|für Aufsehen sorgen|für Wirbel sorgen
lame duck	lahme Ente
all mouth and no trousers	viel Lärm um nichts|mehr Schein als Sein|große Klappe, nichts dahinter|viel heiße Luft, nichts dahinter
practice makes perfect	Übung macht den Meister
brownie points	Brauniepunkte
a can of worms	eine Dose Würmer
deer caught in headlights	Reh im Scheinwerferlicht gefangen|Reh im Scheinwerferlicht erwischt|Reh im Scheinwerferlicht starren
more harm than good	mehr Schaden als Nutzen
the bag	die Tasche
a stiff upper lip	eine steife obere Lippe
blew her top	ihren Deckel weggeblasen|ihren Deckel verloren|ihren Deckel abgesprengt|ihren Deckel hochgehen lassen|ihren Deckel verpuffen lassen|ihren Deckel explodieren lassen|ihren Deckel platzen lassen|ihren Deckel durchbrennen lassen|ihren Deckel durchdrehen lassen|ihren Deckel verlieren|ihren Deckel abnehmen|ihren
to tighten our belts	unsere Gürtel enger schnallen|unsere Gürtel straffer ziehen|unsere Gürtel fester schnüren
to stay above water	über Wasser bleiben|über Wasser bleiben (fig.)|nicht untergehen|nicht untergehen (fig.)
finger-licking good	zum Fingerlecken gut|zum Ablecken der Finger gut|zum Fingerabschlecken gut
to face the music	der Musik ins Auge sehen|sich der Musik stellen|sich der Konsequenz stellen|die Suppe auslöffeln
to fit a square peg into a round hole	einen quadratischen Stift in ein rundes Loch stecken|einen quadratischen Stift in ein rundes Loch passen|einen quadratischen Stift in ein rundes Loch zwängen|einen quadratischen Stift in ein rundes Loch pressen
be a breath of fresh air	eine frische Brise sein|eine Erfrischung sein|frischen Wind bringen|frischen Wind hereinbringen
get back on the horse	wieder aufs Pferd steigen|wieder auf den Gaul steigen|wieder aufs Ross steigen|wieder aufs Pferd setzen|wieder auf den Gaul setzen|wieder aufs Ross setzen
to be ahead of the curve	eine Nasenlänge voraus sein|einen Schritt voraus sein|einen Vorsprung haben|vor der Kurve sein
to bark up the wrong tree	am falschen Baum bellen
made the cut	die Hürde geschafft|die Voraussetzungen erfüllt|die Anforderungen erfüllt|die Auswahl bestanden
to bring home the bacon	den Speck nach Hause bringen
To make a long story short	um es kurz zu machen|um es kurz zu fassen|um es kurz zu sagen|um es kurz zu halten
lean on	sich anlehnen|sich stützen auf|sich verlassen auf|sich berufen auf
rock the boat	das Boot zum Schaukeln bringen|das Boot wackeln lassen|Unruhe stiften|für Aufregung sorgen
shoulder to cry on	Schulter zum Ausweinen|Schulter zum Weinen|Schulter zum Ausheulen|Schulter zum Heulen
kill them with kindness	töte sie mit Freundlichkeit|töte sie durch Freundlichkeit|töte sie mittels Freundlichkeit|töte sie durch Nettigkeit|töte sie mit Nettigkeit|töte sie mittels Nettigkeit
at a low ebb	in einem Tiefpunkt|in einer schwierigen Phase|in einer schlechten Verfassung|in einer niedrigen Ebbe
on the ball	auf dem Ball|auf dem Ball sein|am Ball sein|bei der Sache sein|konzentriert sein|auf Zack sein|fit sein|auf Draht sein|wachsam sein|alert sein
pull it off	es schaffen|es durchziehen|es hinbekommen|es bewerkstelligen|es vollbringen
perseverance pays off	Durchhaltevermögen zahlt sich aus.
land on his feet	auf seinen Füßen landen|auf seinen Beinen landen|aufrecht landen|stehen bleiben beim Landen
take your eye off the ball	den Blick vom Ball abwenden|den Blick vom Ball nehmen|den Ball aus den Augen verlieren
cutting the mustard	Senf schneiden|Senf abschneiden|Senf zerkleinern|Senf hacken
feel the burn	das Brennen spüren|das Brennen fühlen|den Schmerz spüren|den Schmerz fühlen
grin from ear to ear	von einem Ohr zum anderen grinsen
cup of tea	Tasse Tee
pat on the back	Klopfen auf den Rücken|Klopfen auf den Rücken als Zeichen der Anerkennung|Schulterklopfen|Anerkennung durch Klopfen auf den Rücken
peaches and cream	Pfirsiche und Sahne
on edge	auf Kante|auf der Kante|auf dem Rand|am Rande|an der Kante|an der Grenze|an der Schwelle|in Spannung|angespannt|nervös|unruhig|aufgeregt|in Erwartung|in Erwartung von etwas|in Erwartung von etwas sein|in Erwartung von etwas gespannt sein|in Erwartung von etwas aufgeregt sein|in Erwartung von
pinch of salt	Prise Salz
close to his chest	nah an seiner Brust|nah an seinem Herzen|in seiner Brust verschlossen|in seinem Herzen verschlossen
cutting it too thin	es zu dünn schneiden|es zu knapp schneiden|es zu eng kalkulieren|es zu knapp kalkulieren|es zu riskant machen|es zu riskant kalkulieren
midnight oil	Mitternachtsöl
guts and grit	Mut und Entschlossenheit
moving full steam ahead	mit voller Dampfkraft vorwärts bewegen|mit voller Dampfkraft vorwärts gehen|mit voller Dampfkraft vorwärts fahren
play both sides	auf beiden Seiten spielen|beide Seiten spielen|auf beiden Seiten mitspielen|beide Seiten bedienen
stay put	bleib an Ort und Stelle|bleib wo du bist|bleib sitzen|bleib stehen
Biting the bullet	die Kugel beißen
you can't have your cake and eat it too	Man kann nicht alles haben|Man kann nicht alles haben und behalten|Man kann nicht alles haben und auch noch genießen|Man kann nicht alles haben und es auch noch essen
pulling my leg	mir ein Bein stellen|an meinem Bein ziehen|an meinem Bein zupfen|an meinem Bein rütteln
pulled the rug out from under me	hat mir den Boden unter den Füßen weggezogen|hat mir den Teppich unter den Füßen weggezogen|hat mir den Boden unter den Füßen weggezogen
Barking up the wrong tree	auf dem falschen Baum bellen
budge an inch	einen Zoll nachgeben|einen Zoll weichen|einen Zoll bewegen|einen Zoll rücken
running on fumes	auf dem letzten Loch pfeifen|auf dem Zahnfleisch gehen|auf dem letzten Dampf laufen|auf dem letzten Tropfen Benzin fahren
off the wall	von der Wand weg|von der Wand entfernt|von der Wand ab
raining on our parade	uns den Tag verderben|uns den Spaß verderben|uns die Laune verderben|uns den Umzug verregnen
playing with fire	mit dem Feuer spielen
hunker down	sich zusammenkauern|sich zusammenrollen|sich zusammenkrümmen|sich zusammenpressen
cross that bridge when I come to it	die Brücke überqueren, wenn ich dazu komme|die Brücke überqueren, wenn ich dort bin|die Brücke überqueren, wenn ich soweit bin|die Brücke überqueren, wenn ich ankomme
the good fight	der gute Kampf
take the plunge	den Sprung wagen|den Schritt wagen|sich trauen|sich etwas zutrauen|etwas riskieren|etwas wagen
the blues	der Blues
turn things around	Dinge umdrehen|Dinge umkehren|Dinge umschwenken|Dinge umstellen|Dinge ändern|Dinge verbessern
be there for her	für sie da sein
sweep them under the rug	sie unter den Teppich kehren|sie unter den Tisch kehren|sie verstecken|sie vertuschen
cooking the books	die Bücher frisieren|die Bücher manipulieren|die Bücher fälschen|die Bücher schönen
broke the ice	das Eis brechen
the real deal	das echte Geschäft|der echte Deal|die echte Sache|das wirkliche Geschäft|der wirkliche Deal|die wirkliche Sache
take a load off	eine Last abnehmen|eine Last ablegen|eine Last von sich nehmen|sich ausruhen|sich entspannen
a bunch of baloney	ein Haufen Unsinn|ein Haufen Quatsch|ein Haufen Blödsinn|ein Haufen Schmarrn
thin ice	dünnes Eis
batting an eye	mit den Augen blinzeln|mit den Augen zwinkern|mit den Augenlidern zucken
chickens out	sich vor etwas drücken|sich vor etwas drücken wie ein Huhn|sich wie ein Huhn vor etwas drücken|sich wie ein Huhn verhalten
burn bridges	Brücken abbrechen|Brücken verbrennen|Brücken zerstören|Brücken hinter sich abbrechen|Brücken hinter sich verbrennen|Brücken hinter sich zerstören
keep our ducks in a row	unsere Enten in einer Reihe behalten|unsere Enten in einer Reihe halten|unsere Enten hintereinander aufstellen|unsere Enten ordentlich aufreihen
behind closed doors	hinter verschlossenen Türen|in verschlossenen Räumen|unter Ausschluss der Öffentlichkeit|im Geheimen
pull the wool over my eyes	mir Wolle über die Augen ziehen
throwing money down the drain	Geld down the drain werfen|Geld zum Fenster rauswerfen|Geld verschwenden|Geld verprassen|Geld verpulvern
come back to bite him	ihm zurückbeißen|ihm auf die Füße fallen|sich gegen ihn wenden|sich rächen
apple pie	Apfelkuchen
cabin fever	Hüttenfieber
put all our eggs in one basket	alle unsere Eier in einen Korb tun|alle unsere Eier in einen Korb setzen|alle unsere Eier in einen Korb legen
have a bee in his bonnet	eine Laus im Pelz haben|eine Laus im Kopf haben|eine fixe Idee haben|eine fixe Idee im Kopf haben|eine fixe Idee im Schädel haben|eine fixe Idee im Hirn haben|eine fixe Idee im Gehirn haben
add up	zusammenzählen|addieren|aufsummieren
chasing her tail	ihrem Schwanz nachjagen|ihrem Schwanz hinterherjagen|ihrem eigenen Schwanz hinterherlaufen|sich im Kreis drehen
beat a dead horse	auf einem toten Pferd reiten|ein totes Pferd schlagen|ein totes Pferd reiten|ein totes Pferd schlagen
count your chickens before they hatch	Die Hühner zählen, bevor sie schlüpfen|Die Hühner zählen, bevor sie ausgebrütet sind|Die Hühner zählen, bevor sie geschlüpft sind
to kill two birds with one stone	zwei Fliegen mit einer Klappe schlagen
keep his eye on the ball	das Auge auf den Ball richten|das Auge auf den Ball halten|den Blick auf den Ball richten|den Blick auf den Ball halten
cloud nine	Wolke neun
wrong tree	falscher Baum
read between the lines	zwischen den Zeilen lesen
monkey business	Affengeschäft|Affentheater|Unsinn|Unfug|Schabernack|Klamauk
sting in the tail	Stachel im Schwanz|Stachel im Schweif
landing on his feet	auf seinen Füßen landen
bee in her bonnet	Biene im Hut haben|Biene im Kopf haben|eine fixe Idee haben|eine fixe Idee im Kopf haben
not the end of the world	nicht das Ende der Welt
social butterfly	geselliger Schmetterling
not his cup of tea	nicht sein Fall|nicht seine Tasse Tee|nicht sein Ding|nicht seine Welt
march to the beat of your own drum	dem eigenen Rhythmus folgen|dem eigenen Takt folgen|nach dem eigenen Takt marschieren|nach dem eigenen Rhythmus marschieren
get her feet wet	ihre Füße nass machen|ihre Füße ins Wasser stecken|ihre Füße benetzen
stop and smell the roses	anhalten und die Rosen riechen|stehen bleiben und die Rosen riechen|anhalten und den Duft der Rosen genießen|stehen bleiben und den Duft der Rosen genießen
step up their game	ihr Spiel verbessern|ihre Leistung steigern|sich anstrengen, um besser zu werden|sich anstrengen, um ihr Spiel zu verbessern
take it easy	Nimm es leicht|Nimm es einfach|Nimm es ruhig|Nimm es locker|Entspann dich|Beruhige dich
showed his true colors	seine wahren Farben gezeigt|seine wahren Absichten gezeigt|seine wahren Gefühle gezeigt
bunch of hogwash	Haufen von Unsinn|Haufen von Quatsch|Haufen von Mist|Haufen von Schmarrn|Haufen von Blödsinn
beauty contest	Schönheitswettbewerb
the bee's knees	die Knie der Biene
keep her head above water	den Kopf über Wasser halten|den Kopf über Wasser behalten
death warmed over	Tod aufgewärmt
a big fish in a small pond	ein großer Fisch in einem kleinen Teich
can stomach	verdauen können|vertragen können|den Magen vertragen können
sweating bullets	Schwitzen wie ein Schwein|Schwitzen wie ein Wasserfall|Schwitzen wie ein Pferd|Schwitzen wie ein Ochse|Schwitzen wie ein Bär|Schwitzen wie ein Esel|Schwitzen wie ein Hund|Schwitzen wie ein Affe|Schwitzen wie ein Iltis|Schwitzen wie ein Fuchs|Schwitzen wie ein Stier|Schwitzen wie ein Truthahn|Schwit
a bee in her bonnet	eine Biene in ihrem Hut|eine Biene in ihrer Mütze|eine Biene in ihrem Bonnet
in over his head	über dem Kopf|über dem Kopf hinweg|überfordert|überfordert sein|überfordert sein mit der Situation|sich in einer Situation befinden, die zu schwierig ist|sich in einer Situation befinden, die man nicht bewältigen kann
lend a hand	eine Hand leihen|eine Hand borgen|eine Hand ausleihen|eine Hand geben
in the bag	im Sack|in der Tasche|sicher|gewiss|garantiert
has bees in his bonnet	Bienen im Kopf haben
miss the boat	das Boot verpassen|den Zug verpassen|die Gelegenheit verpassen|zu spät kommen
had bats in her belfry	hatte Fledermäuse im Glockenturm
rest on his laurels	sich auf seinen Lorbeeren ausruhen
put all her eggs in one basket	alle ihre Eier in einen Korb tun|alle ihre Eier in einen Korb setzen|alle ihre Eier in einen Korb legen
chip off the old block	ein Abklatsch des Vaters|ein Abklatsch des Alten|ein Abklatsch des Altvaters|ein Abklatsch des Großvaters|ein Abklatsch des Alten Herrn
buried her head in the sand	hat ihren Kopf in den Sand gesteckt|hat ihren Kopf in den Sand vergraben|hat ihren Kopf in den Sand gesteckt und ignoriert, was passiert ist
touch base	in Kontakt treten|sich melden|sich kurz absprechen|kurz kommunizieren
there's no tomorrow	Es gibt kein Morgen|Es gibt keinen Morgen|Kein Morgen ist in Sicht|Kein Morgen wird kommen
at loggerheads	sich in den Haaren liegen|sich in den Wolle haben|sich in den Haaren haben|sich in den Wolle liegen|in Streit liegen|in Konflikt liegen|in Unstimmigkeit liegen|in Zwietracht liegen|in Uneinigkeit liegen|in Disharmonie liegen|in Auseinandersetzung liegen|in Streitigkeit liegen|in Meinungsverschied
the elephant in the room	der Elefant im Raum
put their best foot forward	ihren besten Fuß vorwärts setzen|ihren besten Fuß nach vorne setzen|ihren besten Fuß zeigen
keep his cool	ruhig bleiben|die Ruhe bewahren|cool bleiben|gelassen bleiben
put her foot in her mouth	sich ins eigene Fleisch schneiden|sich ins eigene Bein schießen|sich ins eigene Knie schießen|sich ins eigene Maul treten|sich ins eigene Kinn treten|sich ins eigene Gesicht schlagen|sich ins eigene Auge stechen|sich ins eigene Ohr beißen|sich ins eigene Haar beißen|sich ins eigene Knie bei
hold your horses	halte deine Pferde|halte deine Hengste|halte deine Rosse|halte deine Gauls|warte einen Moment|warte mal|nicht so schnell|nicht voreilig sein
stealing the show	die Show stehlen
wears his heart on his sleeve	sein Herz auf der Zunge tragen|sein Herz auf dem Ärmel tragen
to mind her own beeswax	sich um ihre eigene Angelegenheiten kümmern|sich um ihr eigenes Bienenwachs kümmern|sich um ihre eigenen Bienen kümmern
cracked the whip	die Peitsche knallen lassen|mit der Peitsche knallen|mit der Peitsche knallen gemacht haben|mit der Peitsche geknallt haben
to keep her head above water	den Kopf über Wasser halten
skeletons in the closet	Leichen im Keller
the skin of his teeth	mit knapper Not|mit Ach und Krach|gerade noch so|mit letzter Kraft|mit letzter Anstrengung
not to take things personally	Dinge nicht persönlich nehmen
Biting off more than you can chew	Sich mehr vornehmen, als man bewältigen kann|Sich übernehmen|Sich zu viel zumuten|Sich zu viel aufbürden
put his two cents in	seinen Senf dazugeben|seinen Kommentar abgeben|seine Meinung sagen|seine Gedanken äußern
keep an eye out	ein Auge offen halten|Ausschau halten|aufpassen|wachsam sein
shooting for the moon	auf den Mond schießen|auf den Mond zielen|nach dem Mond greifen
changes horses midstream	Ein Pferd mitten im Fluss wechseln|Ein Pferd während des Flusses wechseln|Während des Flusses das Pferd wechseln|Das Pferd während des Flusses wechseln
thrown for a loop	aus der Bahn geworfen|aus dem Konzept gebracht|verwirrt|überrascht
jump through hoops	durch Reifen springen|durch Hoops springen|durch Hürden springen
letting her hair down	die Haare herunterlassen
lose sleep over something	über etwas den Schlaf verlieren
get his ducks in a row	seine Enten in eine Reihe bringen|seine Enten in einer Reihe haben|seine Enten in Reih und Glied bringen|seine Enten in Reih und Glied haben
hit it out of the park	treffe es aus dem Park|hau es aus dem Park|schlag es aus dem Park|treffe es aus dem Stadion|hau es aus dem Stadion|schlag es aus dem Stadion
manage her time better	ihre Zeit besser managen|besser mit ihrer Zeit umgehen
fishy going on	etwas Fischiges geht vor|etwas Seltsames geht vor|etwas Merkwürdiges geht vor|etwas Verdächtiges geht vor
reap what he sows	ernten, was er sät
going around in circles	im Kreis gehen|im Kreis laufen|sich im Kreis drehen|kreisförmig gehen|kreisförmig laufen|kreisförmig drehen
stick with it	dabei bleiben|daran festhalten|dabei bleiben, dranbleiben|daran bleiben, dranbleiben
on top of the world	auf der Spitze der Welt|auf dem Gipfel der Welt|auf dem Höhepunkt der Welt|auf dem Zenit der Welt
let his hair down	sich gehen lassen|sich entspannen|sich locker machen|sich ausgelassen verhalten
keep your eye on the ball	halte dein Auge auf dem Ball|halte deine Augen auf dem Ball|halte den Blick auf dem Ball|halte deinen Blick auf dem Ball
fair shake	gerechter Schütteln|gerechte Schüttelung|gerechter Shake|gerechter Schlag
steals the show	die Show stehlen
get them straightened out	Sie gerade rücken|Sie in Ordnung bringen|Sie ausrichten|Sie ausbügeln
the best thing since sliced bread	das Beste seit geschnittenem Brot
burning the candle at both ends	Die Kerze an beiden Enden anzünden|Die Kerze von beiden Enden brennen lassen
carved out a successful career	eine erfolgreiche Karriere herausgearbeitet|eine erfolgreiche Karriere geschnitzt|eine erfolgreiche Karriere gemeißelt
the ball	der Ball
made it big	es groß gemacht haben|es weit gebracht haben|es zu etwas gebracht haben|es geschafft haben
dance to your own tune	Tanze nach deiner eigenen Melodie.
to keep your eye on the ball	das Auge auf den Ball richten|das Auge auf den Ball halten|den Ball im Auge behalten
let her hair down	die Haare herunterlassen|die Haare runterlassen|sich entspannen|locker werden|sich gehen lassen
keeping her in the dark	Sie im Dunkeln lassen|Sie im Unklaren lassen|Sie im Ungewissen lassen
in a pickle	in der Klemme|in der Patsche|in Schwierigkeiten|in Not|in Bedrängnis|in Verlegenheit|in einer misslichen Lage
throwing in the towel	das Handtuch werfen|das Handtuch schmeißen|aufgeben|kapitulieren
on the wrong side of the bed	auf der falschen Seite des Bettes aufstehen
the brass ring	der Messingring
test the waters	das Wasser testen|die Gewässer testen
six of one and half a dozen of the other	sechs von einem und eine halbe Dutzend von dem anderen|sechs von einem und ein halbes Dutzend von dem anderen|sechs von einem und sechs von dem anderen
seeing red	rot sehen
blow their socks off	ihnen die Socken wegblasen|ihnen die Socken ausziehen|sie umhauen|sie beeindrucken
to let off steam	Dampf ablassen|Luft ablassen|sich abreagieren|sich auspowern
a shot in the dark	ein Schuss ins Dunkle|ein Schuss ins Blaue|ein Schuss ins Ungewisse
the green light	das grüne Licht
hot water	heißes Wasser
to see stars	Sterne sehen
woke up on the wrong side of the bed	mit dem falschen Fuß aufgestanden sein
rain check	Regen-Check|Regen-Überprüfung|Regen-Kontrolle|Regen-Prüfung
blow his own trumpet	seine eigene Trompete blasen|seine eigene Posaune blasen
shaken like a leaf	zittern wie ein Blatt|zittern wie ein Espenblatt|zittern wie ein Pappelblatt
a tough cookie	ein harter Keks|ein taffer Keks|ein zäher Keks
black ice	schwarzes Eis
in her element	in ihrem Element sein
on pins and needles	auf Nadeln und Stecknadeln|auf Nadeln und Nähnadeln|auf Nadeln und Nadeln|auf Nadeln und Stiften
a rock and a hard place	zwischen Hammer und Amboss|zwischen zwei Übeln|zwischen Scylla und Charybdis
old hat	alte Hut
hit the road	Mach dich auf den Weg|Geh auf die Straße|Fahr los|Starte die Reise
a few tricks up their sleeve	ein paar Tricks in petto haben|ein paar Tricks auf Lager haben|ein paar Tricks im Ärmel haben
to rock the boat	das Boot zum Schaukeln bringen|das Boot ins Wanken bringen|für Unruhe sorgen|für Aufregung sorgen|für Ärger sorgen
to hit the sack	ins Bett gehen|in die Federn gehen|in die Kiste gehen|in die Heia gehen|in die Koje gehen|in die Pofe gehen|in die Falle gehen|in die Horizontale gehen|sich schlafen legen|sich zur Ruhe begeben
to follow one's heart	seinem Herzen folgen|dem Herzen folgen
to get the ball rolling	den Ball ins Rollen bringen|den Ball zum Rollen bringen|den Anstoß geben|den Startschuss geben
to turn the corner	die Ecke umdrehen|die Kurve kriegen|die Wende schaffen|die Wende erreichen
to see the light at the end of the tunnel	das Licht am Ende des Tunnels sehen
fishing in troubled waters	in trüben Gewässern fischen
